lane_id,outer_fold,group_id,physical_unit_id,role,nested_unit_type,source_row_id
L-HYD,HYD-LOCO-13.0,WASZ-COND-5.0,WASZ-BREW-5-5,TRAIN,one equilibrium observation per canonical brew,5-5
L-HYD,HYD-LOCO-13.0,WASZ-COND-6.0,WASZ-BREW-6-1,TRAIN,one equilibrium observation per canonical brew,6-1
L-HYD,HYD-LOCO-13.0,WASZ-COND-6.0,WASZ-BREW-6-2,TRAIN,one equilibrium observation per canonical brew,6-2
L-HYD,HYD-LOCO-13.0,WASZ-COND-6.0,WASZ-BREW-6-3,TRAIN,one equilibrium observation per canonical brew,6-3
L-HYD,HYD-LOCO-13.0,WASZ-COND-6.0,WASZ-BREW-6-4,TRAIN,one equilibrium observation per canonical brew,6-4
L-HYD,HYD-LOCO-13.0,WASZ-COND-6.0,WASZ-BREW-6-5,TRAIN,one equilibrium observation per canonical brew,6-5
L-HYD,HYD-LOCO-13.0,WASZ-COND-6.0,WASZ-BREW-6-6,TRAIN,one equilibrium observation per canonical brew,6-6
L-HYD,HYD-LOCO-13.0,WASZ-COND-7.0,WASZ-BREW-7-1,TRAIN,one equilibrium observation per canonical brew,7-1
L-HYD,HYD-LOCO-13.0,WASZ-COND-7.0,WASZ-BREW-7-2,TRAIN,one equilibrium observation per canonical brew,7-2
L-HYD,HYD-LOCO-13.0,WASZ-COND-7.0,WASZ-BREW-7-3,TRAIN,one equilibrium observation per canonical brew,7-3
L-HYD,HYD-LOCO-13.0,WASZ-COND-7.0,WASZ-BREW-7-4,TRAIN,one equilibrium observation per canonical brew,7-4
L-HYD,HYD-LOCO-13.0,WASZ-COND-8.0,WASZ-BREW-8-1,TRAIN,one equilibrium observation per canonical brew,8-1
L-HYD,HYD-LOCO-13.0,WASZ-COND-8.0,WASZ-BREW-8-1b,TRAIN,one equilibrium observation per canonical brew,8-1b
L-HYD,HYD-LOCO-13.0,WASZ-COND-8.0,WASZ-BREW-8-2,TRAIN,one equilibrium observation per canonical brew,8-2
L-HYD,HYD-LOCO-13.0,WASZ-COND-8.0,WASZ-BREW-8-3,TRAIN,one equilibrium observation per canonical brew,8-3
L-HYD,HYD-LOCO-13.0,WASZ-COND-9.0,WASZ-BREW-9-1,TRAIN,one equilibrium observation per canonical brew,9-1
L-HYD,HYD-LOCO-13.0,WASZ-COND-9.0,WASZ-BREW-9-2,TRAIN,one equilibrium observation per canonical brew,9-2
L-HYD,HYD-LOCO-13.0,WASZ-COND-9.0,WASZ-BREW-9-3,TRAIN,one equilibrium observation per canonical brew,9-3
L-HYD,HYD-LOCO-13.0,WASZ-COND-9.0,WASZ-BREW-9-4,TRAIN,one equilibrium observation per canonical brew,9-4
L-HYD,HYD-LOCO-13.0,WASZ-COND-9.0,WASZ-BREW-9-5,TRAIN,one equilibrium observation per canonical brew,9-5
